id,name,category,price,image,description
963,ACEITE OLIVA SOBRES 250X10ML CHOVI,Otros,12.86,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1639,ACEITE SUAVE 1L (SABOR DE MOLINO),Otros,18.86,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1506,ACEITE SUAVE 5L (SABOR DE MOLINO),Otros,19.62,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
869,"ACEITE SUPERFRID 25 LITROS.""ÓLEO VEGETAL""",Otros,8.58,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
4106,ACEITUNAS BOTE CRISTAL 6X500GRS PEDREÑA,Conservas,17.68,https://images.unsplash.com/photo-1534483509839-1dc555708c4f?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
2116,ACEITUNAS GORDAL DESHUESADA 6X500GRS,Conservas,7.84,https://images.unsplash.com/photo-1534483509839-1dc555708c4f?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
648,ACEITUNAS VERDES PARTIDAS CUBO 5KGR,Conservas,5.06,https://images.unsplash.com/photo-1534483509839-1dc555708c4f?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
306,ACELGAS 15G 4 X 2.5KGRS ARDO,Otros,23.05,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
2085,ADOBO ARAÑA 3KGR,Otros,12.04,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1429,ADOBO CAZON 3KGRS (BAR),Pescados,30.41,https://images.unsplash.com/photo-1534482421-64566f976cfa?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
2172,ADOBO DE ATUN 3KGR,Pescados,19.28,https://images.unsplash.com/photo-1534482421-64566f976cfa?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
31,ADOBO DE CAZON 3KGS.,Pescados,23.9,https://images.unsplash.com/photo-1534482421-64566f976cfa?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
4105,ADOBO DE MERO 3KGR,Pescados,18.38,https://images.unsplash.com/photo-1534482421-64566f976cfa?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
890,ADOBO HARINADO 1X6KGS MAR BARROSO,Otros,13.47,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
669,"AGUJA DE TERNERA AL VACIO ""EL POZO""",Carnes,37.92,https://images.unsplash.com/photo-1607623814075-e51df1bdc82f?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
432,AJO GRANULADO EN BOTE TRINEO,Otros,22.71,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1104,AJO VERDE TROCEADO 1X10KGR MIÑARRO,Otros,21.83,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
201,AJONESA 12X250ML CHOVI,Otros,17.77,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
907,"AJOS 8X250GRS.""ARDO"".",Otros,14.78,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1374,AJOS PICADOS 16X125GRS (CN),Otros,24.73,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
325,ALAS DE POLLO 1X10KGR TG,Carnes,39.7,https://images.unsplash.com/photo-1607623814075-e51df1bdc82f?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
595,"ALAS DE POLLO ADOBADAS ""ORTOLA""",Carnes,23.5,https://images.unsplash.com/photo-1607623814075-e51df1bdc82f?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1155,ALAS PAVO FRESCAS (AVISERRANO),Carnes,53.3,https://images.unsplash.com/photo-1607623814075-e51df1bdc82f?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
920,ALAS POLLO ADOBADAS 3'5KGR TG,Carnes,49.63,https://images.unsplash.com/photo-1607623814075-e51df1bdc82f?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1478,ALAS POLLO BARBACOA (AVISERRANO),Carnes,19.06,https://images.unsplash.com/photo-1607623814075-e51df1bdc82f?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1448,ALAS POLLO TEX MEX 2'5KGR MONTFRISA,Carnes,45.57,https://images.unsplash.com/photo-1607623814075-e51df1bdc82f?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
606,ALBONDIGA EUROF. 1X6KG.(ALMONDEGAS),Otros,12.36,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
420,ALBONDIGAS CARRILLERA CERDO 12X500GRS,Carnes,20.1,https://images.unsplash.com/photo-1607623814075-e51df1bdc82f?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
392,ALBONDIGAS CHOCO 12X500GRS (BANDEJA),Mariscos,73.43,https://images.unsplash.com/photo-1565680018434-b513d5e5fd47?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
874,ALBONDIGAS DE CARNE.1X5 ORTOLA(ALMONDEGAS CARNE),Carnes,21.76,https://images.unsplash.com/photo-1607623814075-e51df1bdc82f?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
3037,"ALBONDIGAS DE CHOCO ""VICENTE"" 500GRS",Mariscos,52.86,https://images.unsplash.com/photo-1565680018434-b513d5e5fd47?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
863,ALBONDIGAS DE CHOCO Y GAMBAS 6X2KGR AMADOR,Mariscos,21.13,https://images.unsplash.com/photo-1565680018434-b513d5e5fd47?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
4048,"ALBONDIGAS DE POLLO ""BATISTA"" 3'5KGR",Carnes,35.99,https://images.unsplash.com/photo-1607623814075-e51df1bdc82f?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1237,ALBONDIGAS DE POLLO 4X1KGR SIMONS,Carnes,36.94,https://images.unsplash.com/photo-1607623814075-e51df1bdc82f?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1106,ALBONDIGAS DE POLLO 6KGR (EL NENE),Carnes,20.62,https://images.unsplash.com/photo-1607623814075-e51df1bdc82f?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1313,ALBONDIGAS MIXTAS 3X2KGR ANEDILCO,Otros,21.02,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
511,ALBONDIGAS MZA Y CALAMAR 1X4KGR COFRIO,Mariscos,32.27,https://images.unsplash.com/photo-1565680018434-b513d5e5fd47?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
586,ALBONDIGAS POLLO 4X1KGR PRICE,Carnes,22.01,https://images.unsplash.com/photo-1607623814075-e51df1bdc82f?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
674,ALCACHOFA CORAZONES 6X3 KGRS,Conservas,13.44,https://images.unsplash.com/photo-1534483509839-1dc555708c4f?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
641,ALCACHOFA CUARTOS 6X3KGRS,Conservas,5.73,https://images.unsplash.com/photo-1534483509839-1dc555708c4f?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1617,ALCACHOFA FLOR CONFITADA 4X20 UNIDADES,Conservas,3.83,https://images.unsplash.com/photo-1534483509839-1dc555708c4f?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
527,ALCACHOFA REBOZADA 6X1KGR CABEZUELO,Conservas,9.88,https://images.unsplash.com/photo-1534483509839-1dc555708c4f?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
902,"ALCACHOFAS 4X2,5KGS.""EL MIÑARRO"".",Conservas,3.87,https://images.unsplash.com/photo-1534483509839-1dc555708c4f?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
363,ALCAPARRAS CUBO 5KGR,Otros,10.93,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1023,ALITAS DE POLLO BARBACOA 3KGR PRIELA,Carnes,32.07,https://images.unsplash.com/photo-1607623814075-e51df1bdc82f?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1196,ALITAS POLLO 3X1.EUROFRITS.,Carnes,24.16,https://images.unsplash.com/photo-1607623814075-e51df1bdc82f?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1210,ALMA CHOCOLATE 6X4UNID. MENORQUINA,Mariscos,74.54,https://images.unsplash.com/photo-1565680018434-b513d5e5fd47?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
719,ALMA DULCE LECHE 6X4UNID. MENORQUINA,Otros,8.91,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1132,"ALMEJA FINA 60/80 BLANCA 6KG""AMEIJOA""",Mariscos,40.05,https://images.unsplash.com/photo-1565680018434-b513d5e5fd47?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1035,ALMEJAS FRESCAS,Mariscos,51.68,https://images.unsplash.com/photo-1565680018434-b513d5e5fd47?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
86,ALMEJAS MARRON 60/80 6X1KGR,Mariscos,88.31,https://images.unsplash.com/photo-1565680018434-b513d5e5fd47?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1099,ALMENDRA CRUDA 14X200GRS ITACA,Otros,10.09,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1097,ALMENDRA FRITA 14X200GRS ITACA,Otros,9.37,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1215,ALMENDRITAS,Otros,7.24,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
4017,ALTRAMUCES 250GRS ( EL GUIJO),Otros,9.14,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1369,ALTRAMUCES 810GRS (EL GUIJO),Otros,22.42,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1631,ALTRAMUZ 4'5KGR,Otros,12.26,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1217,ALUBIA PINTA 20X1KGR BESANA,Otros,13.26,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
833,ALUBIA RIÑON 20X1KGR BESANA,Otros,13.81,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1408,ALUBIAS BLANCAS ALARGADAS 12X1KGR CELORRIO,Otros,24.58,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
2143,ALUBIAS COCIDAS 24X290GRS BESANA,Otros,21.22,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
444,ALUBIAS CON TOMATE 6X2650GRS,Conservas,14.36,https://images.unsplash.com/photo-1534483509839-1dc555708c4f?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
626,ALUBIAS POCHAS ALARGADA 6X3KGR,Otros,6.6,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
682,ALUBIAS POCHAS ALARGADAS 12X540GRS,Otros,19.11,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
635,ALUBIAS ROJAS POCHAS 6X3KGR,Otros,11.87,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1098,ANACARDO FRITO 14X200GRS ITACA,Otros,9.73,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1646,ANCHOA AHUMADA 80GR ANFELE,Conservas,15.35,https://images.unsplash.com/photo-1534483509839-1dc555708c4f?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
111,"ANCHOA EN ACEITE 550GRS.""EL MENU"".",Conservas,13.88,https://images.unsplash.com/photo-1534483509839-1dc555708c4f?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
603,ANCHOA GIRASOL 550GRS MONTE CORONA,Conservas,3.59,https://images.unsplash.com/photo-1534483509839-1dc555708c4f?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1454,ANCHOAS CANTABRICO ACEITE OLIVA 140ML,Conservas,7.63,https://images.unsplash.com/photo-1534483509839-1dc555708c4f?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1284,ANCHOAS PACK3 X 42GRS EL MENU,Conservas,11.55,https://images.unsplash.com/photo-1534483509839-1dc555708c4f?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1105,ANCHOVA FRESCA,Otros,10.24,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
487,ANDRESITOS BLANDOS 3KGR SAN ANDRES,Otros,5.78,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1643,ANDRESITOS CHOCOCRUJIENTE 3KGR SAN ANDRES,Mariscos,32.64,https://images.unsplash.com/photo-1565680018434-b513d5e5fd47?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1645,ANDRESITOS DUROS 3KGR SAN ANDRES,Otros,6.1,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1326,ANGULAS 8X200GRS NURIMAR,Otros,9.58,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
2123,"ANILLAS DE CALAMAR ·""ANILHAS POTAS""",Mariscos,31.34,https://images.unsplash.com/photo-1565680018434-b513d5e5fd47?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
2126,APIO RALLADO LATA 6X3KGR,Conservas,8.87,https://images.unsplash.com/photo-1534483509839-1dc555708c4f?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
530,ARANDANOS ROJOS 4X2'5KGR,Otros,23.2,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
198,ARENQUE AHUMADO EN FILETES 700GRS,Otros,21.86,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
450,AROS CEBOLLA 6X1KGR MCCAIN,Otros,11.4,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
332,AROS CEBOLLA EMPANADOS 6X1KGR (CABEZUELO),Otros,20.91,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
401,AROS GOUDA 5X600GRS EUROFRITS,Otros,20.2,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1446,AROS GOUDA Y BACON 3X1KGR FRIPOZO,Otros,12.99,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
17,ARROZ 3 DEL.TORTILLA 6X1KGR FINDUS,Otros,24.22,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1225,ARROZ 3 DELICIAS 4X1KGRS FRIPOZO,Otros,23.23,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
3013,"ARROZ 3 DELICIAS 4X2,5KGS. CN",Otros,20.61,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
897,ARROZ REDONDO GRANDEZA 20X1KGR,Otros,7.68,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1060,ARROZ SIGNO BOMBA 1X12KR,Otros,24.55,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1485,ARROZ VAPORIZADO,Otros,24.66,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
899,ATADILLO DE ESPARRAGOS 1X48 UNIDADES,Conservas,12.23,https://images.unsplash.com/photo-1534483509839-1dc555708c4f?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
906,ATADILLO DE PATATA C/LANGOSTINOS 1KGR,Mariscos,92.66,https://images.unsplash.com/photo-1565680018434-b513d5e5fd47?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
14,ATUN AHUMADO 1 KGS.,Pescados,28.33,https://images.unsplash.com/photo-1534482421-64566f976cfa?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
544,ATUN AHUMADO 750GRS (AUMAR),Pescados,23.79,https://images.unsplash.com/photo-1534482421-64566f976cfa?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1425,ATUN AL AJILLO 1KGR,Pescados,33.08,https://images.unsplash.com/photo-1534482421-64566f976cfa?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1428,ATUN AL AJILLO 500GRS,Pescados,20.1,https://images.unsplash.com/photo-1534482421-64566f976cfa?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1487,ATUN COCIDO,Pescados,24.29,https://images.unsplash.com/photo-1534482421-64566f976cfa?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
977,ATUN EMBUTIDO 1X6KGR,Pescados,28.6,https://images.unsplash.com/photo-1534482421-64566f976cfa?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
4047,ATUN EN ACEITE BOLSA 16X1KG,Pescados,9.03,https://images.unsplash.com/photo-1534482421-64566f976cfa?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
281,ATUN EN ACEITE BOYA R80 32PACK 3,Pescados,19.07,https://images.unsplash.com/photo-1534482421-64566f976cfa?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
4008,ATUN EN ACEITE GIRASOL 32X3UNID. TEJERO,Pescados,20.12,https://images.unsplash.com/photo-1534482421-64566f976cfa?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1192,ATUN EN ACEITE OLIVA (LOLA),Pescados,13.8,https://images.unsplash.com/photo-1534482421-64566f976cfa?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
426,ATUN EN ACEITE OLIVA 50X120GRS TEJERO,Pescados,10.95,https://images.unsplash.com/photo-1534482421-64566f976cfa?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
213,ATUN ENTERO,Pescados,26.68,https://images.unsplash.com/photo-1534482421-64566f976cfa?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
2042,ATUN GIRASOL LATA 900GRS,Pescados,12.79,https://images.unsplash.com/photo-1534482421-64566f976cfa?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
710,ATUN SALADO TARRINA 1KGR,Pescados,23.76,https://images.unsplash.com/photo-1534482421-64566f976cfa?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1303,ATUN SALADO TARRINA 500GRS,Pescados,10.44,https://images.unsplash.com/photo-1534482421-64566f976cfa?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
765,AZUCAR EN SOBRES 1000X8GRS,Otros,22.0,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
493,AZUCAR MANBO SOBRE 10 KILOS,Otros,15.24,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1452,B.I. AL 10%,Otros,7.39,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1453,B.I. AL 4%,Otros,15.48,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
555555,B.I. AL 5%,Otros,6.88,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
4087,BABILLA TERNERA,Carnes,50.02,https://images.unsplash.com/photo-1607623814075-e51df1bdc82f?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1269,BACALAILLAS FRESCAS,Otros,18.58,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1009,BACALAILLAS SECAS (5 UNIDADES),Otros,14.31,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
605,BACALAO A BRAS 10X250GRS.,Pescados,17.94,https://images.unsplash.com/photo-1534482421-64566f976cfa?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
910,"BACALAO AHUMADO ""UBAGO""",Pescados,16.64,https://images.unsplash.com/photo-1534482421-64566f976cfa?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
57,BACALAO AHUMADO 750GRS (AUMAR),Pescados,15.54,https://images.unsplash.com/photo-1534482421-64566f976cfa?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
1594,BACALAO AHUMADO 80GRS ANFELE,Pescados,27.65,https://images.unsplash.com/photo-1534482421-64566f976cfa?auto=format&fit=crop&w=400&q=80,Calidad premium de ToscaMare seleccionada para ti.
